video_key_id,view_count,like_count,comment_count
402676757,10123.0,44.0,2.0
335557809,2164.0,65.0,0.0
391589521,1432.0,0.0,0.0
395428483,681.0,2.0,0.0
106450920,852.0,1.0,0.0
402094343,81873.0,552.0,40.0
378889620,307.0,2.0,0.0
396085416,825.0,2.0,0.0
419377892,483.0,8.0,0.0
401706718,1629.0,23.0,1.0
382153557,2656.0,1.0,0.0
387214934,235.0,1.0,1.0
368011890,2545.0,2.0,0.0
379707222,1211.0,3.0,0.0
334415166,4731.0,8.0,0.0
300936147,4699.0,6.0,2.0
436611206,1050.0,2.0,0.0
399983138,178.0,3.0,0.0
366625343,724.0,6.0,0.0
527079108,116.0,5.0,0.0
445595667,37.0,0.0,0.0
391664689,1151.0,8.0,0.0
319606815,3070.0,1.0,0.0
356674068,441.0,1.0,0.0
415819527,1818.0,1.0,0.0
396463582,281.0,1.0,0.0
398874206,13033.0,241.0,10.0
402706716,315.0,0.0,0.0
355814841,6113.0,82.0,2.0
435502821,177.0,2.0,0.0
359886031,87.0,0.0,0.0
196795366,495.0,1.0,0.0
130685005,1286.0,6.0,3.0
380909520,119.0,0.0,0.0
231883686,2112.0,2.0,0.0
467357526,733.0,0.0,0.0
411114652,200.0,2.0,0.0
538693088,18.0,0.0,0.0
397879466,2570.0,32.0,6.0
136343712,891.0,1.0,0.0
486276896,21.0,0.0,0.0
373778296,76.0,1.0,0.0
368827068,522.0,0.0,0.0
392689247,59.0,0.0,0.0
384070310,324.0,1.0,0.0
382938444,1650.0,17.0,0.0
377251924,5828.0,0.0,0.0
369872463,362.0,1.0,0.0
493287620,201949.0,882.0,16.0
380966565,964.0,3.0,1.0
397345719,321.0,15.0,0.0
397146684,1728.0,1.0,0.0
494251212,665.0,4.0,0.0
699142380,106.0,2.0,0.0
347979049,1088.0,0.0,0.0
307044383,543.0,0.0,0.0
396836187,17408.0,510.0,0.0
396455500,116919.0,761.0,54.0
425749995,646.0,0.0,0.0
396367687,1263.0,17.0,0.0
239701978,1246.0,1.0,0.0
210070506,4736.0,17.0,0.0
391444041,60.0,0.0,0.0
424596625,105.0,0.0,0.0
393586316,56706.0,593.0,12.0
390536216,1101.0,2.0,0.0
385256680,3009.0,3.0,4.0
425396315,170791.0,1649.0,94.0
394275520,549.0,6.0,0.0
444638452,135.0,4.0,0.0
421848235,1005.0,1.0,0.0
395822088,126.0,3.0,0.0
392210102,1434.0,0.0,1.0
412340023,1780.0,21.0,0.0
405001652,147.0,0.0,0.0
493831032,167.0,3.0,0.0
359398777,40.0,0.0,0.0
589613342,193.0,1.0,0.0
358274389,469.0,3.0,0.0
385222862,2845.0,0.0,0.0
341535863,79.0,0.0,0.0
393884415,55.0,1.0,0.0
394314694,399.0,0.0,0.0
394828303,100.0,3.0,1.0
393509841,957.0,4.0,0.0
427409419,438.0,0.0,0.0
394887552,232.0,2.0,0.0
497364934,45.0,0.0,0.0
353454205,1956.0,6.0,3.0
390643353,3879.0,15.0,3.0
379517166,691.0,12.0,0.0
371020395,310.0,0.0,0.0
472239392,152.0,1.0,0.0
260720289,7011.0,9.0,0.0
385255738,554.0,0.0,0.0
394194775,16375.0,610.0,27.0
361721333,980.0,16.0,0.0
392262602,2099.0,68.0,30.0
328876544,13298.0,21.0,1.0
327380423,460.0,1.0,0.0
327380415,487.0,1.0,0.0
327380404,495.0,1.0,0.0
393999817,194.0,0.0,1.0
392248374,524.0,0.0,0.0
455674126,127.0,0.0,0.0
449859416,7.0,0.0,0.0
408587559,135.0,0.0,0.0
369746630,474.0,2.0,0.0
393013810,362.0,1.0,0.0
386673265,247.0,1.0,0.0
391196339,54.0,2.0,0.0
384894023,4165.0,88.0,1.0
254537994,25.0,0.0,0.0
