video_key_id,view_count,like_count,comment_count
568916145,363.0,0.0,0.0
694161760,25.0,0.0,0.0
297647555,246.0,0.0,0.0
297335116,499.0,0.0,0.0
293807638,125.0,0.0,0.0
292620232,139.0,0.0,0.0
291569948,120.0,0.0,0.0
286611227,1771.0,9.0,0.0
456901673,1278.0,8.0,0.0
604199551,375.0,1.0,1.0
560924529,1416.0,4.0,0.0
525075810,981.0,2.0,0.0
551256484,625.0,16.0,0.0
499559689,50.0,0.0,0.0
556624759,122.0,1.0,1.0
603743417,277.0,3.0,0.0
535711349,6014.0,10.0,0.0
248961456,3613.0,12.0,3.0
580183395,702.0,1.0,0.0
366477081,1146.0,14.0,0.0
380380310,15.0,1.0,0.0
600155304,47.0,0.0,0.0
439924559,400.0,17.0,1.0
537683904,721.0,0.0,0.0
465873321,1004.0,3.0,0.0
672412218,77.0,0.0,0.0
552384500,249.0,0.0,0.0
562089544,269.0,0.0,0.0
371875132,264.0,0.0,0.0
381469910,11501.0,50.0,2.0
551369769,79.0,0.0,0.0
595190872,16076.0,40.0,0.0
549709829,16.0,0.0,0.0
549572138,12.0,0.0,0.0
533460697,37.0,0.0,0.0
523781132,19.0,1.0,0.0
528296554,92.0,1.0,0.0
585632779,79.0,2.0,0.0
480307563,61.0,0.0,0.0
591994344,1618.0,99.0,0.0
452871655,259.0,1.0,0.0
535678495,642.0,1.0,0.0
497131713,2024.0,6.0,1.0
563171406,290.0,0.0,0.0
366763320,81.0,0.0,0.0
352509934,334.0,0.0,0.0
356694763,425.0,1.0,0.0
498860888,1685.0,20.0,0.0
512933562,250.0,4.0,0.0
515527568,1204.0,1.0,0.0
611294322,70.0,0.0,0.0
749121681,33.0,0.0,0.0
416648248,303.0,0.0,0.0
395589760,138.0,0.0,0.0
581098200,1247.0,11.0,0.0
563266369,987.0,3.0,0.0
594984840,1809.0,3.0,0.0
573427759,268.0,2.0,1.0
526172437,651.0,1.0,0.0
500553947,1198.0,11.0,0.0
662806088,11.0,0.0,0.0
537106444,17.0,0.0,0.0
529909720,208.0,0.0,0.0
576251288,5270.0,13.0,0.0
648287976,4545.0,60.0,4.0
371461521,543.0,0.0,0.0
644773144,280.0,1.0,0.0
649702788,151.0,1.0,0.0
520661927,785.0,60.0,1.0
538642474,329.0,1.0,0.0
564040983,408.0,0.0,0.0
648875545,707.0,1.0,0.0
535100122,1443.0,3.0,0.0
639379036,321.0,0.0,0.0
385223074,1669.0,5.0,0.0
709640546,18.0,0.0,0.0
575592787,5.0,0.0,0.0
643828533,22.0,0.0,0.0
444977068,557.0,3.0,0.0
502592183,20.0,0.0,0.0
258153690,13208.0,5.0,3.0
530055935,52.0,1.0,0.0
520613844,310.0,0.0,0.0
557752783,387.0,3.0,0.0
638556777,505.0,0.0,1.0
648021496,599.0,5.0,0.0
468062061,125.0,1.0,0.0
468059464,101.0,2.0,0.0
672688651,166.0,0.0,0.0
647833406,1542.0,6.0,1.0
643164345,57.0,0.0,0.0
567073984,218.0,0.0,0.0
647384537,136.0,0.0,0.0
690030770,587.0,0.0,0.0
612468239,64.0,0.0,0.0
662252517,552.0,0.0,0.0
512581371,161.0,2.0,0.0
599516979,484.0,0.0,0.0
488429253,193.0,1.0,0.0
521382321,6273.0,11.0,0.0
540076109,173.0,1.0,0.0
384157837,152.0,0.0,0.0
390090463,4846.0,7.0,0.0
830953783,63.0,0.0,0.0
433270394,757.0,2.0,1.0
632403172,46.0,0.0,0.0
549717131,313.0,0.0,0.0
502250598,48.0,1.0,0.0
493447281,90.0,1.0,0.0
197645706,116.0,0.0,0.0
196449412,170.0,0.0,0.0
196444166,52.0,0.0,0.0
439339054,220.0,3.0,1.0
646600877,323.0,1.0,0.0
697941849,30.0,1.0,0.0
583832075,55.0,1.0,0.0
503485612,245.0,0.0,0.0
708421470,5540.0,7.0,0.0
642720978,209.0,2.0,0.0
589625461,124.0,0.0,0.0
672136017,145.0,1.0,0.0
587919914,107.0,0.0,0.0
575575817,147.0,1.0,0.0
637458898,223045.0,20.0,0.0
590022543,1.0,0.0,0.0
786577829,28.0,0.0,0.0
658542086,71.0,0.0,0.0
524339671,2277.0,113.0,0.0
531408413,264.0,1.0,0.0
677300190,2059.0,2.0,0.0
613035429,575.0,0.0,0.0
638793978,3727.0,2.0,0.0
622047297,284.0,0.0,0.0
600774888,476.0,1.0,0.0
649980588,1743.0,5.0,0.0
761175433,7.0,0.0,0.0
640954897,1637.0,18.0,1.0
419338149,91.0,10.0,2.0
685163012,6.0,0.0,0.0
555714066,599.0,2.0,0.0
554697949,1193.0,2.0,0.0
681653593,895.0,0.0,0.0
490691088,6347.0,21.0,0.0
643864076,12.0,0.0,0.0
560334999,435.0,0.0,0.0
785825628,131.0,0.0,0.0
568717738,1788.0,1.0,0.0
894716124,279.0,2.0,0.0
641682757,1194.0,1.0,1.0
133208432,38347.0,137.0,10.0
601996832,344.0,2.0,0.0
571881415,304.0,9.0,1.0
435774754,530.0,0.0,0.0
577761402,2220.0,0.0,0.0
642599589,829.0,57.0,6.0
431924343,2269.0,2.0,0.0
