video_key_id,view_count,like_count,comment_count
713513510,26.0,1.0,0.0
713454051,305.0,0.0,0.0
675386456,73.0,0.0,0.0
464213956,7844.0,18.0,0.0
684259766,170.0,2.0,0.0
715046195,64.0,1.0,0.0
698396430,1080.0,1.0,0.0
672367653,303.0,0.0,0.0
656861249,130.0,5.0,0.0
702480501,497.0,0.0,0.0
435326197,494.0,2.0,0.0
434821552,868.0,3.0,0.0
752788800,1117.0,5.0,0.0
735873588,9.0,0.0,0.0
711698795,1602.0,2.0,0.0
732786842,357.0,3.0,0.0
506518568,149.0,0.0,0.0
731069313,885.0,0.0,0.0
761704718,17.0,0.0,0.0
748007586,1556.0,1.0,0.0
713805793,76.0,0.0,0.0
714731046,67.0,1.0,0.0
427969153,1167.0,6.0,0.0
774376191,16.0,0.0,0.0
600474908,895.0,4.0,0.0
506787286,135.0,0.0,0.0
811352283,7.0,0.0,0.0
752657942,88.0,1.0,0.0
753848213,8142.0,6.0,0.0
676332488,34.0,0.0,0.0
728830478,484.0,0.0,0.0
748958524,328.0,1.0,0.0
816023231,40.0,0.0,0.0
755958348,1858.0,115.0,4.0
743506671,507.0,1.0,0.0
663030162,77.0,3.0,1.0
583218199,596.0,0.0,1.0
508083479,71.0,0.0,0.0
542493726,393.0,1.0,2.0
749156260,597.0,28.0,0.0
682320671,100.0,0.0,0.0
720488739,1534.0,17.0,1.0
720037365,46.0,1.0,0.0
736090356,231.0,0.0,0.0
205729621,3415.0,6.0,1.0
822675247,349.0,0.0,0.0
489556395,163.0,4.0,0.0
696813414,402.0,11.0,0.0
632086088,1154.0,1.0,0.0
687072341,371.0,0.0,0.0
686966337,11.0,0.0,0.0
576719474,1969.0,0.0,0.0
735475818,1662.0,0.0,0.0
322624961,660.0,0.0,0.0
742612983,79.0,0.0,0.0
673412904,720.0,3.0,0.0
728893025,4965.0,212.0,2.0
824168490,47.0,0.0,0.0
748469708,52.0,0.0,0.0
752009165,46.0,0.0,0.0
737419203,538.0,1.0,1.0
639197606,135.0,0.0,0.0
740061313,774.0,2.0,0.0
748116863,85789.0,1677.0,24.0
810951804,14.0,0.0,0.0
693055753,195.0,1.0,0.0
756195755,742.0,0.0,0.0
171951159,668.0,1.0,0.0
224651675,2717.0,1.0,0.0
672899916,189.0,0.0,0.0
635816838,3207.0,4.0,0.0
713856744,65.0,0.0,0.0
664390544,1257.0,62.0,0.0
749866713,222.0,9.0,0.0
673545645,488.0,3.0,0.0
744761439,1232.0,0.0,0.0
747863395,7.0,0.0,0.0
747863214,8.0,0.0,0.0
747217303,6.0,0.0,0.0
639788130,1880.0,4.0,0.0
693650108,223.0,0.0,0.0
868034654,1309.0,11.0,2.0
813998846,335.0,0.0,0.0
745926251,536.0,2.0,2.0
679125293,58.0,0.0,0.0
293734670,131.0,1.0,0.0
734300730,383.0,8.0,1.0
806101492,4.0,1.0,0.0
806084682,15.0,1.0,0.0
682720569,552.0,1.0,0.0
775621016,39.0,0.0,0.0
367485133,3211.0,7.0,0.0
807711260,35.0,2.0,0.0
735357501,59.0,0.0,0.0
736543164,38.0,0.0,0.0
790857526,54.0,0.0,0.0
845471922,35.0,0.0,0.0
795577196,68.0,2.0,0.0
669557328,634.0,6.0,0.0
560158226,146.0,10.0,2.0
438834922,440.0,5.0,0.0
686053050,367.0,1.0,0.0
760853080,88.0,4.0,1.0
741188011,87.0,0.0,0.0
790419630,40.0,0.0,0.0
758748026,1124.0,3.0,0.0
685052181,113.0,1.0,0.0
726228841,320.0,3.0,0.0
765474606,413.0,3.0,1.0
807924671,33.0,0.0,0.0
753159259,127.0,0.0,0.0
743960353,2893.0,106.0,3.0
763558843,87.0,4.0,0.0
751567103,762.0,2.0,1.0
674759771,22.0,0.0,0.0
709373334,107.0,1.0,0.0
768728241,280.0,0.0,0.0
876872751,4.0,0.0,0.0
760108694,205.0,1.0,0.0
746568213,19.0,1.0,0.0
727782097,15.0,0.0,0.0
387311561,822.0,0.0,0.0
709977761,14.0,0.0,0.0
800626613,13.0,0.0,0.0
771017723,704.0,15.0,0.0
603413316,278.0,2.0,0.0
825282078,260.0,0.0,0.0
712916024,65.0,1.0,0.0
397452487,2306.0,4.0,1.0
752410787,401.0,1.0,0.0
702495167,17.0,0.0,0.0
759439929,12414.0,40.0,1.0
741425619,142.0,4.0,1.0
758580010,1723.0,2.0,0.0
808419386,69.0,0.0,0.0
647978172,514.0,3.0,0.0
