video_key_id,view_count,like_count,comment_count
837185412,37.0,0.0,0.0
812496520,3064.0,5.0,0.0
821195911,1122.0,1.0,0.0
829655350,150.0,1.0,0.0
775339839,3642.0,5.0,0.0
828087881,125.0,1.0,0.0
887145004,100.0,0.0,0.0
816830268,86.0,0.0,0.0
735119745,55.0,0.0,0.0
830019715,254.0,1.0,0.0
639310598,8.0,0.0,0.0
835914177,39242.0,807.0,24.0
754589023,268.0,17.0,0.0
826724717,16.0,0.0,0.0
826723399,11.0,0.0,0.0
827663100,498.0,11.0,0.0
832063084,193.0,1.0,0.0
854678919,37.0,0.0,0.0
824460178,137.0,1.0,0.0
798058213,438.0,2.0,1.0
814813575,932.0,0.0,0.0
724710401,714.0,0.0,1.0
816359303,1534.0,23.0,0.0
823482788,131.0,1.0,0.0
872781608,16.0,1.0,0.0
887581358,3.0,0.0,0.0
824702295,246.0,1.0,0.0
815110625,650.0,8.0,2.0
835737968,131.0,1.0,0.0
920097407,14.0,0.0,0.0
414226372,24.0,0.0,0.0
831518494,1001.0,0.0,0.0
829639930,263.0,1.0,0.0
718635922,225.0,2.0,0.0
470348054,1515.0,5.0,0.0
790215524,231.0,2.0,2.0
790675258,234.0,1.0,0.0
781452607,189.0,2.0,0.0
776679448,470.0,1.0,0.0
775839219,234.0,13.0,0.0
836859778,57.0,0.0,0.0
387312707,528.0,0.0,0.0
871402244,102.0,1.0,0.0
860106969,43.0,1.0,0.0
830588636,51.0,0.0,0.0
305722396,191.0,2.0,0.0
479989853,4513.0,3.0,0.0
825117893,109.0,0.0,0.0
832967992,638.0,7.0,7.0
863619543,573.0,24.0,4.0
852520923,1.0,0.0,0.0
868605119,68277.0,360.0,16.0
867730679,16.0,0.0,0.0
793519702,44.0,0.0,0.0
822337742,551.0,1.0,1.0
868555947,4.0,0.0,0.0
669411960,118.0,0.0,0.0
723889387,745.0,2.0,0.0
412284673,234.0,2.0,0.0
788385643,110.0,0.0,0.0
869175907,0.0,0.0,0.0
833091565,176.0,0.0,0.0
842907362,4.0,0.0,0.0
804238958,14.0,0.0,0.0
859540516,63.0,2.0,0.0
788645268,452.0,1.0,0.0
822391142,1473.0,3.0,1.0
831400754,243.0,0.0,0.0
844045855,691.0,0.0,0.0
803568111,673.0,4.0,0.0
802894900,1105.0,0.0,0.0
767125653,357.0,0.0,0.0
845662137,28.0,0.0,0.0
851693855,638.0,1.0,0.0
854729136,45.0,0.0,0.0
649423771,1927.0,1.0,0.0
861375019,94.0,0.0,0.0
825300571,79.0,8.0,0.0
865483972,96.0,1.0,0.0
495309775,183.0,0.0,0.0
844666976,312.0,1.0,0.0
837813747,8.0,0.0,0.0
897213882,64.0,1.0,0.0
851950175,853.0,0.0,0.0
852846227,425.0,6.0,0.0
815311097,184.0,0.0,0.0
815310737,94.0,0.0,0.0
