collection_id,name,number_movies_before_2020,avg_popularity_before_2020,insertion_datetime
802636,Mobile Suit Gundam SEED Collection,0,,2024-04-07 14:12:17.081514
281840,Marrying the Mafia Collection,5,4.6792,2024-04-07 14:12:17.081514
893731,PAW Patrol (Theatrical) Collection,0,,2024-04-07 14:12:17.081514
144200,The Swan Princess Collection,9,14.708555555555556,2024-04-07 14:12:17.081514
1260591,Knives Collection,0,,2024-04-07 14:12:17.081514
126125,The Expendables Collection,3,48.73666666666667,2024-04-07 14:12:17.081514
735384,Hercule Poirot (Kenneth Branagh) Collection,1,52.037,2024-04-07 14:12:17.081514
1090016,City Hunter (Reboot) Collection,1,15.77,2024-04-07 14:12:17.081514
906338,Senritsu Kaiki! Files,9,1.969444444444444,2024-04-07 14:12:17.081514
1176434,Enkel für... Filmreihe,0,,2024-04-07 14:12:17.081514
1154564,Tales of Franz Collection,0,,2024-04-07 14:12:17.081514
389767,My Big Fat Greek Wedding Collection,2,18.9585,2024-04-07 14:12:17.081514
968052,The Nun Collection,1,88.948,2024-04-07 14:12:17.081514
1242593,Gangster’s Daughter Collection,0,,2024-04-07 14:12:17.081514
978810,Axeman Collection,3,2.4473333333333334,2024-04-07 14:12:17.081514
1004694,4 Kings,0,,2024-04-07 14:12:17.081514
1205074,Heartburn Trilogy,1,6.644,2024-04-07 14:12:17.081514
1016358,..... Is Gone,1,0.634,2024-04-07 14:12:17.081514
1203106,"Ó Paí, Ó: Coleção",1,5.737,2024-04-07 14:12:17.081514
1074709,Srimulat: Hil Yang Mustahal Collection,0,,2024-04-07 14:12:17.081514
1101949,Good Burger Collection,1,26.121,2024-04-07 14:12:17.081514
1208192,Suffocated Collection,0,,2024-04-07 14:12:17.081514
1206629,Country Hearts Collection,0,,2024-04-07 14:12:17.081514
1206842,The Aggressives Collection,1,1.287,2024-04-07 14:12:17.081514
1199363,Khichdi Collection,1,1.512,2024-04-07 14:12:17.081514
684473,Saptha Sagaradaache Ello Collection,0,,2024-04-07 14:12:17.081514
1235977,Leo - Collection,0,,2024-04-07 14:12:17.081514
1211888,Thanksgiving Collection,0,,2024-04-07 14:12:17.081514
120447,Naval Cadets Collection,3,3.1490000000000005,2024-04-07 14:12:17.081514
131635,The Hunger Games Collection,4,73.22025000000001,2024-04-07 14:12:17.081514
1019275,Terror Toons,3,2.051333333333333,2024-04-07 14:12:17.081514
485645,YRF Spy Universe,3,19.64133333333333,2024-04-07 14:12:17.081514
1115322,Snake Collection,2,4.364,2024-04-07 14:12:17.081514
1202175,The Naal Collection,1,0.749,2024-04-07 14:12:17.081514
1060119,Jigarthanda Series,1,4.717,2024-04-07 14:12:17.081514
1196823,Lava - Colección,1,2.954,2024-04-07 14:12:17.081514
1215348,Life As It Should Be Collection,0,,2024-04-07 14:12:17.081514
479966,Sümela'nın Şifresi Collection,3,1.2283333333333333,2024-04-07 14:12:17.081514
417064,If You Are the One (Collection),2,6.7155000000000005,2024-04-07 14:12:17.081514
1212674,Kolleginnen Filmreihe,0,,2024-04-07 14:12:17.081514
1224007,All the Kemps Collection,0,,2024-04-07 14:12:17.081514
1223021,Ryuichi Sakamoto Collection,2,5.2365,2024-04-07 14:12:17.081514
1098992,Les SEGPA - Saga,0,,2024-04-07 14:12:17.081514
1054094,ノンレムの窓 Collection,0,,2024-04-07 14:12:17.081514
1241271,I'm Focused Series,0,,2024-04-07 14:12:17.081514
1073688,Dad Creep Series,0,,2024-04-07 14:12:17.081514
1089607,中国少年宇宙（系列）,0,,2024-04-07 14:12:17.081514
1221670,Můj přítel štvanec (kolekce),0,,2024-04-07 14:12:17.081514
1065804,Rafadan Tayfa Collection,2,2.5935,2024-04-07 14:12:17.081514
1213248,Salaar Collection,0,,2024-04-07 14:12:17.081514
1099960,Buya Hamka Collection,0,,2024-04-07 14:12:17.081514
1221379,Poskromienie złośnicy - Kolekcja,0,,2024-04-07 14:12:17.081514
660359,Admiral Yi Trilogy,1,27.586,2024-04-07 14:12:17.081514
573693,Aquaman Collection,1,94.253,2024-04-07 14:12:17.081514
1262375,Butchers Collection,0,,2024-04-07 14:12:17.081514
448150,Deadpool Collection,2,144.7455,2024-04-07 14:12:17.081514
86311,The Avengers Collection,4,147.095,2024-04-07 14:12:17.081514
987044,Joker Collection,1,110.831,2024-04-07 14:12:17.081514
131295,Captain America Collection,3,55.322,2024-04-07 14:12:17.081514
618529,Doctor Strange Collection,1,69.94,2024-04-07 14:12:17.081514
531241,Spider-Man (MCU) Collection,2,96.8385,2024-04-07 14:12:17.081514
284433,Guardians of the Galaxy Collection,2,58.6945,2024-04-07 14:12:17.081514
531242,Suicide Squad Collection,1,62.896,2024-04-07 14:12:17.081514
131296,Thor Collection,3,77.54366666666665,2024-04-07 14:12:17.081514
453993,The Wolverine Collection,3,32.00633333333334,2024-04-07 14:12:17.081514
477962,It Collection,2,72.543,2024-04-07 14:12:17.081514
435259,Fantastic Beasts Collection,2,61.312,2024-04-07 14:12:17.081514
209131,Man of Steel Collection,2,67.41,2024-04-07 14:12:17.081514
1084247,Zootopia Collection,1,118.015,2024-04-07 14:12:17.081514
623911,Captain Marvel Collection,1,78.241,2024-04-07 14:12:17.081514
726865,Baby Driver Collection,1,67.825,2024-04-07 14:12:17.081514
1258362,Ready Player One Collection,1,79.283,2024-04-07 14:12:17.081514
10,Star Wars Collection,9,57.995666666666665,2024-04-07 14:12:17.081514
495527,Jumanji Collection,3,45.574666666666666,2024-04-07 14:12:17.081514
422834,Ant-Man Collection,2,55.321,2024-04-07 14:12:17.081514
422837,Blade Runner Collection,2,113.009,2024-04-07 14:12:17.081514
748,X-Men Collection,7,32.03928571428572,2024-04-07 14:12:17.081514
468222,The Incredibles Collection,2,81.431,2024-04-07 14:12:17.081514
1241984,Moana Collection,1,24.03,2024-04-07 14:12:17.081514
137697,Finding Nemo Collection,2,82.0535,2024-04-07 14:12:17.081514
295,Pirates of the Caribbean Collection,5,129.141,2024-04-07 14:12:17.081514
382685,Now You See Me Collection,2,57.6435,2024-04-07 14:12:17.081514
9485,The Fast and the Furious Collection,8,25.48475,2024-04-07 14:12:17.081514
748401,Aladdin (Live-Action) Collection,1,63.387,2024-04-07 14:12:17.081514
762512,The Lion King (Reboot) Collection,1,85.098,2024-04-07 14:12:17.081514
10194,Toy Story Collection,4,102.0305,2024-04-07 14:12:17.081514
386382,Frozen Collection,2,95.5315,2024-04-07 14:12:17.081514
52785,xXx Collection,3,62.923,2024-04-07 14:12:17.081514
173710,Planet of the Apes (Reboot) Collection,3,126.07633333333332,2024-04-07 14:12:17.081514
135416,Prometheus Collection,2,64.631,2024-04-07 14:12:17.081514
427084,The Secret Life of Pets Collection,2,37.5845,2024-04-07 14:12:17.081514
87359,Mission: Impossible Collection,6,58.373333333333335,2024-04-07 14:12:17.081514
344830,Fifty Shades Collection,3,120.201,2024-04-07 14:12:17.081514
544670,Sing Collection,1,69.602,2024-04-07 14:12:17.081514
991356,Wonder Collection,1,47.886,2024-04-07 14:12:17.081514
295130,The Maze Runner Collection,3,131.384,2024-04-07 14:12:17.081514
742536,The Meg Collection,1,74.202,2024-04-07 14:12:17.081514
404825,Wreck-It Ralph Collection,2,65.517,2024-04-07 14:12:17.081514
748919,Don't Breathe Collection,1,40.578,2024-04-07 14:12:17.081514
619537,Train to Busan Collection,1,87.791,2024-04-07 14:12:17.081514
519457,The Boss Baby Collection,1,21.504,2024-04-07 14:12:17.081514
86066,Despicable Me Collection,3,90.366,2024-04-07 14:12:17.081514
1126392,The Platform Collection,1,41.384,2024-04-07 14:12:17.081514
283579,Divergent Collection,3,58.31833333333333,2024-04-07 14:12:17.081514
115575,Star Trek: Alternate Reality Collection,3,50.81466666666668,2024-04-07 14:12:17.081514
261307,Alice in Wonderland Collection,2,73.2155,2024-04-07 14:12:17.081514
115776,The Robert Langdon Collection,3,47.02266666666667,2024-04-07 14:12:17.081514
524837,Atomic Blonde Collection,1,41.104,2024-04-07 14:12:17.081514
89137,How to Train Your Dragon Collection,3,79.33299999999998,2024-04-07 14:12:17.081514
8650,Transformers Collection,5,39.0104,2024-04-07 14:12:17.081514
526380,Happy Death Day Collection,2,31.783,2024-04-07 14:12:17.081514
531331,Maleficent Collection,2,74.341,2024-04-07 14:12:17.081514
304378,Independence Day Collection,2,45.6785,2024-04-07 14:12:17.081514
870339,The Accountant Collection,1,50.872,2024-04-07 14:12:17.081514
31562,The Bourne Collection,5,38.077,2024-04-07 14:12:17.081514
77816,Kung Fu Panda Collection,3,187.94766666666663,2024-04-07 14:12:17.081514
87118,Cars Collection,3,73.63100000000001,2024-04-07 14:12:17.081514
402074,Annabelle Collection,3,57.83666666666667,2024-04-07 14:12:17.081514
537982,Zombieland Collection,2,44.728,2024-04-07 14:12:17.081514
1046516,Wind River Collection,1,37.471,2024-04-07 14:12:17.081514
523855,The Equalizer Collection,2,77.80199999999999,2024-04-07 14:12:17.081514
528,The Terminator Collection,6,63.72766666666666,2024-04-07 14:12:17.081514
393379,The Huntsman Collection,2,40.1065,2024-04-07 14:12:17.081514
363369,Pacific Rim Collection,2,69.29599999999999,2024-04-07 14:12:17.081514
403374,Jack Reacher Collection,2,56.162000000000006,2024-04-07 14:12:17.081514
386534,Has Fallen Collection,3,43.73533333333334,2024-04-07 14:12:17.081514
91361,Halloween Collection,9,32.06233333333333,2024-04-07 14:12:17.081514
769423,Escape Room Collection,1,33.612,2024-04-07 14:12:17.081514
399,Predator Collection,4,62.252,2024-04-07 14:12:17.081514
8354,Ice Age Collection,5,81.893,2024-04-07 14:12:17.081514
400700,Neighbors Collection,2,28.002,2024-04-07 14:12:17.081514
185103,Hotel Transylvania Collection,3,67.922,2024-04-07 14:12:17.081514
530064,The Shining Collection,2,44.6205,2024-04-07 14:12:17.081514
487376,Bad Moms Collection,2,26.603,2024-04-07 14:12:17.081514
975201,A Simple Favor Collection,1,29.712,2024-04-07 14:12:17.081514
773967,Lights Out Filmreihe,1,25.03,2024-04-07 14:12:17.081514
1145924,Searching Collection,1,26.6,2024-04-07 14:12:17.081514
5039,Rambo Collection,5,60.65560000000001,2024-04-07 14:12:17.081514
2326,Underworld Collection,5,46.794,2024-04-07 14:12:17.081514
531315,The Angry Birds Collection,2,54.2055,2024-04-07 14:12:17.081514
545955,Crazy Rich Asians Collection,1,29.807,2024-04-07 14:12:17.081514
401562,Teenage Mutant Ninja Turtles (Remake) Collection,2,67.08,2024-04-07 14:12:17.081514
496796,Sicario Collection,2,75.36449999999999,2024-04-07 14:12:17.081514
306031,Pitch Perfect Collection,3,61.442,2024-04-07 14:12:17.081514
458558,Mamma Mia! Collection,2,36.084,2024-04-07 14:12:17.081514
527439,Mary Poppins Collection,2,32.5695,2024-04-07 14:12:17.081514
280504,Mechanic Collection,2,40.182,2024-04-07 14:12:17.081514
591028,A Dog's Purpose Collection,2,41.527,2024-04-07 14:12:17.081514
424202,Trainspotting Collection,2,28.2355,2024-04-07 14:12:17.081514
17255,Resident Evil Collection,6,11.997166666666669,2024-04-07 14:12:17.081514
8936,Bridget Jones Collection,3,26.197000000000003,2024-04-07 14:12:17.081514
228446,Insidious Collection,4,46.815,2024-04-07 14:12:17.081514
933989,Den of Thieves Collection,1,50.98,2024-04-07 14:12:17.081514
635922,47 Meters Down Collection,2,23.557,2024-04-07 14:12:17.081514
1190121,Scary Stories to Tell in the Dark Collection,1,32.549,2024-04-07 14:12:17.081514
14563,The Ring Collection,3,32.015,2024-04-07 14:12:17.081514
848380,Cold Pursuit Collection,1,36.294,2024-04-07 14:12:17.081514
473971,Daddy's Home Collection,2,33.224000000000004,2024-04-07 14:12:17.081514
426103,Ouija Collection,2,39.9735,2024-04-07 14:12:17.081514
86117,Johnny English Collection,3,29.544333333333334,2024-04-07 14:12:17.081514
750822,The Addams Family (Animated) Collection,1,66.148,2024-04-07 14:12:17.081514
488924,Paddington Collection,2,32.537000000000006,2024-04-07 14:12:17.081514
352789,Zoolander Collection,2,31.9275,2024-04-07 14:12:17.081514
325470,The Lego Movie Collection,2,38.289,2024-04-07 14:12:17.081514
64750,Blair Witch Collection,3,27.18166666666667,2024-04-07 14:12:17.081514
70068,Ip Man Collection,4,18.7195,2024-04-07 14:12:17.081514
727761,Terrifier Collection,1,52.972,2024-04-07 14:12:17.081514
1196403,Code 8 Collection,1,70.974,2024-04-07 14:12:17.081514
608103,Shaft (Reboot) Collection,2,24.1085,2024-04-07 14:12:17.081514
1083390,Alibi.com Collection,1,14.09,2024-04-07 14:12:17.081514
376650,Ride Along Collection,2,25.1825,2024-04-07 14:12:17.081514
1078477,Girls Trip Collection,1,21.375,2024-04-07 14:12:17.081514
506355,Unfriended Collection,2,22.9235,2024-04-07 14:12:17.081514
508783,Goosebumps Collection,2,43.1985,2024-04-07 14:12:17.081514
525891,Escape Plan Collection,3,31.378,2024-04-07 14:12:17.081514
487765,The Strangers Collection,2,28.928,2024-04-07 14:12:17.081514
575987,The Girl - Millennium Collection,2,38.6545,2024-04-07 14:12:17.081514
111751,Texas Chainsaw Massacre Collection,7,34.30871428571429,2024-04-07 14:12:17.081514
10455,Child's Play Collection,7,46.036,2024-04-07 14:12:17.081514
732397,Captain Underpants Collection,2,27.0695,2024-04-07 14:12:17.081514
94039,Asterix and Obelix (Animation) Collection,10,23.953299999999995,2024-04-07 14:12:17.081514
1189668,My Hero Academia Collection,2,61.3275,2024-04-07 14:12:17.081514
925006,Downton Abbey Collection,1,22.077,2024-04-07 14:12:17.081514
484312,Skyline Collection,2,14.9285,2024-04-07 14:12:17.081514
211721,Taxi Collection,5,23.6374,2024-04-07 14:12:17.081514
531566,Along with the Gods Collection,2,37.453500000000005,2024-04-07 14:12:17.081514
765643,High Strung Collection,2,18.4325,2024-04-07 14:12:17.081514
583995,No manches Frida Collection,2,46.3155,2024-04-07 14:12:17.081514
604246,Attraction Collection,1,24.596,2024-04-07 14:12:17.081514
986760,Book Club Collection,1,18.577,2024-04-07 14:12:17.081514
423173,Bad Santa Collection,2,18.5925,2024-04-07 14:12:17.081514
1167005,Champions - Collection,1,12.992,2024-04-07 14:12:17.081514
99321,Gantz Collection,4,35.95575,2024-04-07 14:12:17.081514
668003,One Cut of the Dead Collection,2,8.591999999999999,2024-04-07 14:12:17.081514
669836,Father There Is Only One Collection,1,24.49,2024-04-07 14:12:17.081514
493668,Gnomeo & Juliet Collection,2,29.7845,2024-04-07 14:12:17.081514
350309,Bāhubali Collection,2,38.3745,2024-04-07 14:12:17.081514
52888,The Visitors Collection,3,23.36,2024-04-07 14:12:17.081514
23456,One Piece Collection,14,26.78457142857143,2024-04-07 14:12:17.081514
455278,My Mom is a Character Collection,3,7.150666666666666,2024-04-07 14:12:17.081514
534673,Madea Collection,11,13.966272727272726,2024-04-07 14:12:17.081514
726870,Jay and Silent Bob Collection,3,15.317999999999998,2024-04-07 14:12:17.081514
899158,Shaun the Sheep Collection,2,31.527,2024-04-07 14:12:17.081514
761648,Bigfoot Collection,1,26.779,2024-04-07 14:12:17.081514
86110,Diary of a Wimpy Kid Collection,4,30.50175,2024-04-07 14:12:17.081514
449462,Super Troopers Collection,2,19.263,2024-04-07 14:12:17.081514
176097,Barbershop Collection,3,16.971,2024-04-07 14:12:17.081514
982036,Big Fish & Begonia Collection,1,18.622,2024-04-07 14:12:17.081514
836546,White Snake Collection,1,29.646,2024-04-07 14:12:17.081514
105625,Firefly Collection,3,20.299333333333333,2024-04-07 14:12:17.081514
600207,Yu-Gi-Oh Collection,4,22.76875,2024-04-07 14:12:17.081514
888893,The Shiny Shrimps - Saga,1,12.997,2024-04-07 14:12:17.081514
428046,Viy Collection,2,28.5115,2024-04-07 14:12:17.081514
409343,God's Not Dead Collection,3,18.30966666666667,2024-04-07 14:12:17.081514
464308,The Nut Job Collection,2,35.593,2024-04-07 14:12:17.081514
492969,The Adventures of Tad Jones,2,30.466,2024-04-07 14:12:17.081514
982031,Ne Zha Collection,1,28.131,2024-04-07 14:12:17.081514
570184,Tickled Collection,2,4.477,2024-04-07 14:12:17.081514
579012,The New Adventures of Aladin Collection,2,15.7665,2024-04-07 14:12:17.081514
916357,Jack in the Box Collection,1,23.308,2024-04-07 14:12:17.081514
312977,Iron Sky Collection,2,24.8735,2024-04-07 14:12:17.081514
785960,The First Wave Collection,2,6.5265,2024-04-07 14:12:17.081514
878240,Monster Family Collection,1,20.257,2024-04-07 14:12:17.081514
619923,Ash Lad Collection,2,25.0985,2024-04-07 14:12:17.081514
424830,The Benji Collection,7,7.2672857142857135,2024-04-07 14:12:17.081514
211958,Dynamic Pro Super Robot Collection,16,7.123437499999999,2024-04-07 14:12:17.081514
837216,Rock Dog Collection,1,20.209,2024-04-07 14:12:17.081514
537279,The Invisible Boy Collection,2,16.285,2024-04-07 14:12:17.081514
522871,Kickboxer (Reboot) Collection,2,18.6445,2024-04-07 14:12:17.081514
1185967,Lupin the 3rd Collection,41,9.787365853658535,2024-04-07 14:12:17.081514
870234,Megalodon Collection,1,27.185,2024-04-07 14:12:17.081514
8917,Hellraiser Collection,10,33.46939999999999,2024-04-07 14:12:17.081514
471435,Wolf Warrior Collection,2,23.6045,2024-04-07 14:12:17.081514
583369,The Souvenir Collection,1,15.948,2024-04-07 14:12:17.081514
547477,Rendel Collection,1,17.083,2024-04-07 14:12:17.081514
390636,Fate/Stay Night: Heaven's Feel Collection,2,23.2185,2024-04-07 14:12:17.081514
93369,Ring Collection,8,17.84,2024-04-07 14:12:17.081514
1119168,Buddy Games Collection,1,36.554,2024-04-07 14:12:17.081514
464125,Dragon Nest Collection,2,24.6595,2024-04-07 14:12:17.081514
1111318,Operation Chromite Collection,2,20.486,2024-04-07 14:12:17.081514
497541,G.O.R.A. Collection,3,8.404000000000002,2024-04-07 14:12:17.081514
1036830,Just Retired Collection,1,6.945,2024-04-07 14:12:17.081514
222639,Detective Dee Collection (Tsui Hark),3,23.889666666666667,2024-04-07 14:12:17.081514
474026,The Mountain Collection,2,12.7475,2024-04-07 14:12:17.081514
619571,Steel Rain Collection,1,19.824,2024-04-07 14:12:17.081514
539554,An Inconvenient Collection,2,9.56,2024-04-07 14:12:17.081514
39199,Detective Conan Collection,23,23.564043478260867,2024-04-07 14:12:17.081514
1185338,Ölümlü Dünya Serisi,1,6.254,2024-04-07 14:12:17.081514
572498,Robot Collection,2,14.1385,2024-04-07 14:12:17.081514
962619,Agatha Collection,2,13.9985,2024-04-07 14:12:17.081514
653726,L.M. Montgomery's Anne of Green Gables Collection,3,8.506666666666668,2024-04-07 14:12:17.081514
980604,Kabir Singh Collection,1,9.616,2024-04-07 14:12:17.081514
557748,Jolly LLB Collection,2,6.37,2024-04-07 14:12:17.081514
518754,Sheep & Wolves Collection,2,19.6945,2024-04-07 14:12:17.081514
519163,Monster Hunt Collection,2,19.9025,2024-04-07 14:12:17.081514
583637,Magic Carpet Ride Collection,2,9.995,2024-04-07 14:12:17.081514
557749,Judwaa Collection,2,4.8375,2024-04-07 14:12:17.081514
707637,Chasing The Dragon Collection,2,9.2925,2024-04-07 14:12:17.081514
1192656,"Love, Chunibyo & Other Delusions! The Movie Collection",2,16.976,2024-04-07 14:12:17.081514
456576,Journey to the West Collection,2,25.6605,2024-04-07 14:12:17.081514
1087676,Eberhofer Collection,6,8.126333333333335,2024-04-07 14:12:17.081514
404302,Cold War Collection,2,12.7515,2024-04-07 14:12:17.081514
131989,Recep Ivedik Collection,6,9.684500000000002,2024-04-07 14:12:17.081514
392206,The Monkey King Collection,3,25.924666666666667,2024-04-07 14:12:17.081514
479002,Gogol Collection,3,11.827999999999998,2024-04-07 14:12:17.081514
702159,A Man and a Woman Collection,3,10.47,2024-04-07 14:12:17.081514
568294,Red Dog Collection,2,14.079,2024-04-07 14:12:17.081514
506044,The Girl of Your Dreams Collection,2,9.5365,2024-04-07 14:12:17.081514
382402,Assassination Classroom Collection,2,19.013,2024-04-07 14:12:17.081514
1018621,China Victory Trilogy Collection,2,9.232,2024-04-07 14:12:17.081514
632619,The Sharks Collection,2,9.836,2024-04-07 14:12:17.081514
466004,A Few Best Men Collection,2,10.265,2024-04-07 14:12:17.081514
736592,Mardaani Collection,2,7.263999999999999,2024-04-07 14:12:17.081514
479680,My Brother Series,2,4.8395,2024-04-07 14:12:17.081514
935951,Lucifer Collection,1,9.546,2024-04-07 14:12:17.081514
357402,Digimon Adventure tri. Collection,6,10.711166666666664,2024-04-07 14:12:17.081514
978607,Trinity Seven Movie Collection,2,14.709,2024-04-07 14:12:17.081514
627716,Line Walker Collection,2,10.7045,2024-04-07 14:12:17.081514
1015007,Aykut Enişte [Seri],1,6.766,2024-04-07 14:12:17.081514
429409,Force Collection,2,5.434,2024-04-07 14:12:17.081514
473977,Çalgı Çengi Collection,2,3.149,2024-04-07 14:12:17.081514
576479,Бабушка лёгкого поведения,2,3.6495,2024-04-07 14:12:17.081514
599668,The Blue Elephant Trilogy,2,5.443,2024-04-07 14:12:17.081514
506085,About Love Collection,2,5.756,2024-04-07 14:12:17.081514
558854,Howard Lovecraft Collection,3,3.6236666666666655,2024-04-07 14:12:17.081514
637217,El Crack Collection,3,3.9736666666666665,2024-04-07 14:12:17.081514
509631,Haunted Road Collection,2,2.277,2024-04-07 14:12:17.081514
474012,Kocan Kadar Konuş [Seri],2,4.551,2024-04-07 14:12:17.081514
255206,Famous Five Collection,5,8.4392,2024-04-07 14:12:17.081514
579896,The Fixies Collection,2,9.6645,2024-04-07 14:12:17.081514
536489,The Accidental Detective Collection,2,8.596,2024-04-07 14:12:17.081514
534315,Snowtime! Collection,2,13.3095,2024-04-07 14:12:17.081514
107465,Six Degrees of Celebration Collection,8,4.4270000000000005,2024-04-07 14:12:17.081514
612002,Coconut The Little Dragon Collection,2,7.737,2024-04-07 14:12:17.081514
376552,Mobile Suit Gundam: The Origin Collection,6,9.174333333333337,2024-04-07 14:12:17.081514
11173,The Wild Soccer Bunch Collection,6,7.256999999999999,2024-04-07 14:12:17.081514
680435,Code Geass: Lelouch of the Rebellion,4,13.7755,2024-04-07 14:12:17.081514
1015220,Ori naa kodaka collection,1,4.201,2024-04-07 14:12:17.081514
340890,PERSONA3 THE MOVIE Collection,4,10.766,2024-04-07 14:12:17.081514
976855,Fate/kaleid liner Prisma☆Illya,1,14.466,2024-04-07 14:12:17.081514
473847,Tazza Collection,3,13.969666666666669,2024-04-07 14:12:17.081514
518594,Fantastic Journey To Oz,2,52.6655,2024-04-07 14:12:17.081514
666935,D.P.A. - Detetives do Prédio Azul: Coleção,2,3.152,2024-04-07 14:12:17.081514
482109,Louis & Luca Collection,5,8.3612,2024-04-07 14:12:17.081514
657773,Munafik Trilogy,3,4.045333333333333,2024-04-07 14:12:17.081514
442338,The Pasta Detectives Collection,3,3.796666666666667,2024-04-07 14:12:17.081514
912964,Ghayal Collection,2,5.223000000000001,2024-04-07 14:12:17.081514
479974,Yok Artık [Seri],2,2.4955,2024-04-07 14:12:17.081514
814181,Boonie Bears Collection,8,9.08425,2024-04-07 14:12:17.081514
747942,The Die Beautiful Collection,2,2.0095,2024-04-07 14:12:17.081514
941649,Bangarraju Collection,1,4.972,2024-04-07 14:12:17.081514
1172511,Kamen Rider Heisei Generations Series,3,8.870666666666667,2024-04-07 14:12:17.081514
1117735,Thomas & Friends Collection,14,7.966285714285712,2024-04-07 14:12:17.081514
334486,Detective K Collection,3,8.876,2024-04-07 14:12:17.081514
502441,Чемпионы (Коллекция),2,3.173,2024-04-07 14:12:17.081514
95051,The Up Collection,9,3.3823333333333334,2024-04-07 14:12:17.081514
1057892,Kaybedenler Kulübü Serisi,2,4.189,2024-04-07 14:12:17.081514
401261,Hate Story Collection,4,5.202999999999999,2024-04-07 14:12:17.081514
600117,The Gigolo Collection,2,58.593,2024-04-07 14:12:17.081514
919400,Class Reunion Collection,3,1.656666666666667,2024-04-07 14:12:17.081514
1163491,Robo-Dog Collection,2,4.6935,2024-04-07 14:12:17.081514
415712,Major Mahadevan Collection,4,3.72025,2024-04-07 14:12:17.081514
480890,Conni & Co Filmreihe,2,3.5875000000000004,2024-04-07 14:12:17.081514
985270,Manje Bistre Collection,2,2.705,2024-04-07 14:12:17.081514
540660,The Boxcar Children Collection,2,3.9375,2024-04-07 14:12:17.081514
1170349,Chander Pahar Trilogy,2,3.1305,2024-04-07 14:12:17.081514
442004,HoneyBee Collection,2,2.354,2024-04-07 14:12:17.081514
553438,Fishtales Collection,3,1.6949999999999996,2024-04-07 14:12:17.081514
231657,Magical Girl Lyrical Nanoha – Collection,4,5.852,2024-04-07 14:12:17.081514
1187846,Ritter Rost Filmreihe,2,5.0555,2024-04-07 14:12:17.081514
857297,The Wedding Party Collection,2,3.9155,2024-04-07 14:12:17.081514
520411,Goenda Shabor Collection,3,3.168,2024-04-07 14:12:17.081514
771581,I Give You My Word Collection,3,1.9686666666666668,2024-04-07 14:12:17.081514
598786,3 Braves Universe,3,2.2096666666666667,2024-04-07 14:12:17.081514
1252194,Boss (Bengali) Trilogy,2,1.2839999999999998,2024-04-07 14:12:17.081514
948303,Ardaas Collection,2,2.7355,2024-04-07 14:12:17.081514
1207402,Zorori Collection,5,1.7026,2024-04-07 14:12:17.081514
823325,Pretty Rhythm Collection,8,1.74975,2024-04-07 14:12:17.081514
1077212,Now That's What I Call Staxus! Series,5,0.0,2024-04-07 14:12:17.081514
131292,Iron Man Collection,3,93.54566666666666,2024-04-07 14:12:17.081514
8945,Mad Max Collection,4,71.84625,2024-04-07 14:12:17.081514
1022790,Inside Out Collection,1,221.591,2024-04-07 14:12:17.081514
868884,Lucy Collection,1,49.512,2024-04-07 14:12:17.081514
121938,The Hobbit Collection,3,102.11433333333332,2024-04-07 14:12:17.081514
125574,The Amazing Spider-Man Collection,2,82.869,2024-04-07 14:12:17.081514
137696,"Monsters, Inc. Collection",2,103.298,2024-04-07 14:12:17.081514
86119,The Hangover Collection,3,65.60966666666667,2024-04-07 14:12:17.081514
212562,Jump Street Collection,2,36.259,2024-04-07 14:12:17.081514
266672,Ted Collection,2,87.11250000000001,2024-04-07 14:12:17.081514
125570,300 Collection,2,49.061,2024-04-07 14:12:17.081514
1570,Die Hard Collection,5,41.5926,2024-04-07 14:12:17.081514
1198581,It Follows Collection,1,50.292,2024-04-07 14:12:17.081514
179892,Kick-Ass Collection,2,38.728,2024-04-07 14:12:17.081514
85943,Night at the Museum Collection,3,41.79133333333333,2024-04-07 14:12:17.081514
135483,Taken Collection,3,65.999,2024-04-07 14:12:17.081514
135468,G.I. Joe (Live-Action) Collection,2,45.93,2024-04-07 14:12:17.081514
179919,Percy Jackson Collection,2,51.5765,2024-04-07 14:12:17.081514
180546,Grown Ups Collection,2,107.6785,2024-04-07 14:12:17.081514
725873,Unbroken Collection,2,22.2655,2024-04-07 14:12:17.081514
280588,Horrible Bosses Collection,2,44.3595,2024-04-07 14:12:17.081514
2794,The Chronicles of Riddick Collection,3,25.857333333333333,2024-04-07 14:12:17.081514
163902,RED Collection,2,33.551500000000004,2024-04-07 14:12:17.081514
732461,47 Ronin Collection,1,37.476,2024-04-07 14:12:17.081514
135179,Sin City Collection,2,44.7695,2024-04-07 14:12:17.081514
229932,Rio Collection,2,54.4725,2024-04-07 14:12:17.081514
258664,Nymphomaniac Collection,2,33.476,2024-04-07 14:12:17.081514
96665,Dumb and Dumber Collection,3,41.28833333333333,2024-04-07 14:12:17.081514
177467,Cloudy with a Chance of Meatballs Collection,2,48.8385,2024-04-07 14:12:17.081514
737031,Hitman Collection,2,42.0195,2024-04-07 14:12:17.081514
1175592,Run All Night Collection,1,37.003,2024-04-07 14:12:17.081514
4246,Scary Movie Collection,5,45.348,2024-04-07 14:12:17.081514
93791,Anchorman Collection,3,23.104333333333333,2024-04-07 14:12:17.081514
275402,SpongeBob Collection,2,60.2945,2024-04-07 14:12:17.081514
