week_end_date,movie_id,rank,domestic_gross,domestic_theaters_count
2023-12-21,960876,15,877462,650
2023-12-21,1071215,17,773964,1107
2023-12-21,1056360,21,321639,7
2023-12-21,823482,22,294484,323
2023-12-21,1203484,26,165385,15
2023-12-21,621587,36,42315,105
2023-12-21,1077050,44,6411,2
2023-12-21,666277,46,5087,4
2023-12-21,1058648,49,3967,12
2023-12-21,798362,57,440,2
2023-12-21,1073088,59,286,1
2023-12-28,572802,1,58198093,3706
2023-12-28,558915,4,32310570,3152
2023-12-28,1072790,5,16085414,3055
2023-12-28,823452,6,13597924,2557
2023-12-28,850165,7,11315147,2774
2023-12-28,695721,9,7491329,2509
2023-12-28,960876,13,5208148,551
2023-12-28,1022796,16,2926665,1740
2023-12-28,753342,17,1552576,1002
2023-12-28,1056360,19,923227,40
2023-12-28,1108658,22,404782,380
2023-12-28,930564,23,365481,267
2023-12-28,994108,24,232909,6
2023-12-28,891699,26,168267,203
2023-12-28,1071215,29,83065,171
2023-12-28,660360,32,54641,4
2023-12-28,979097,34,53600,2
2023-12-28,1203484,38,29707,15
2023-12-28,1025491,41,17849,5
2023-12-28,1077050,45,11188,6
2023-12-28,666277,49,4729,5
2023-12-28,1058648,52,1550,4
2024-01-11,1072790,3,14025726,3055
2024-01-11,572802,4,13552068,3553
2024-01-11,823452,6,7954484,2687
2024-01-11,850165,7,6420106,2392
2024-01-11,558915,8,6093413,3218
2024-01-11,695721,13,2386683,1428
2024-01-11,1056360,15,1345198,114
2024-01-11,1022796,16,998025,900
2024-01-11,994108,17,618931,42
2024-01-11,753342,18,399226,337
2024-01-11,660360,23,126259,4
2024-01-11,979097,26,92444,14
2024-01-11,930564,27,82073,65
2024-01-11,1108658,28,74591,109
2024-01-11,823482,32,37262,75
2024-01-11,1203484,34,30831,10
2024-01-11,1025491,35,25318,10
2024-01-11,1077050,40,17012,10
2024-01-11,1071215,43,8607,28
2024-01-11,666277,48,5314,3
2024-01-11,1058648,56,2151,3
2024-01-18,1072790,4,10582208,2935
2024-01-18,572802,6,7571369,2741
2024-01-18,823452,8,5496304,2007
2024-01-18,850165,9,3688483,1591
2024-01-18,1056360,11,2888454,625
2024-01-18,558915,13,2612359,1178
2024-01-18,695721,17,892690,733
2024-01-18,994108,19,723794,120
2024-01-18,1022796,23,391597,395
2024-01-18,979097,24,158937,151
2024-01-18,753342,26,128180,238
2024-01-18,999056,27,122360,36
2024-01-18,1025491,28,80648,34
2024-01-18,660360,30,57098,13
2024-01-18,1203484,34,31430,15
2024-01-18,823482,40,18382,16
2024-01-18,1077050,42,14511,12
2024-01-18,1108658,44,12494,30
2024-01-18,666277,46,9922,5
2024-01-18,1071215,57,1230,7
2024-01-18,1058648,60,501,1
2024-01-25,1072790,4,7573960,2928
2024-01-25,572802,6,4747318,2423
2024-01-25,823452,8,3925801,2012
2024-01-25,1056360,11,2742839,850
2024-01-25,850165,12,2246473,1321
2024-01-25,558915,17,1011686,781
2024-01-25,994108,18,847648,295
2024-01-25,695721,20,772850,1115
2024-01-25,1025491,21,495187,634
2024-01-25,1022796,27,193753,185
2024-01-25,999056,33,41444,36
2024-01-25,753342,34,37219,71
2024-01-25,660360,36,28393,13
2024-01-25,823482,37,26608,12
2024-01-25,979097,38,26328,81
2024-01-25,1203484,43,15065,15
2024-01-25,1077050,48,10489,11
2024-01-25,666277,50,9386,9
2024-01-25,1108658,56,6034,15
2024-01-25,1071215,63,217,3
2024-02-01,1072790,4,6386116,2885
2024-02-01,1056360,8,3765007,1702
2024-02-01,572802,9,3491585,2118
2024-02-01,823452,10,2929180,1869
2024-02-01,850165,16,1381402,926
2024-02-01,994108,21,656044,275
2024-02-01,558915,23,579731,503
2024-02-01,695721,27,296799,444
2024-02-01,666277,29,140189,329
2024-02-01,1022796,30,138856,155
2024-02-01,1025491,31,128397,229
2024-02-01,1071215,33,85286,511
2024-02-01,753342,40,24849,56
2024-02-01,999056,43,19970,13
2024-02-01,1203484,52,11074,6
2024-02-01,823482,54,9910,8
2024-02-01,660360,56,8891,6
2024-02-01,979097,58,7621,15
2024-02-01,1108658,62,4225,12
2024-02-01,1077050,70,1042,3
2024-02-08,1072790,7,4642249,2619
2024-02-08,1056360,8,3328977,1902
2024-02-08,572802,10,2477974,1742
2024-02-08,823452,11,2019303,1526
2024-02-08,850165,15,863163,634
2024-02-08,994108,20,355532,150
2024-02-08,558915,24,265235,308
2024-02-08,1022796,28,104429,130
2024-02-08,666277,32,77368,185
2024-02-08,1025491,36,40713,66
2024-02-08,753342,40,19043,19
2024-02-08,999056,43,12531,13
2024-02-08,1203484,47,9530,6
2024-02-08,823482,52,5233,5
2024-02-08,660360,58,3523,0
2024-02-08,1108658,64,822,9
2024-02-15,1072790,6,4873009,2805
2024-02-15,1056360,11,1928508,1462
2024-02-15,572802,13,1484209,1363
2024-02-15,823452,16,1098294,1107
2024-02-15,850165,22,439116,425
2024-02-15,994108,26,173941,95
2024-02-15,558915,31,106268,188
2024-02-15,1022796,37,69787,105
2024-02-15,666277,38,56147,103
2024-02-15,753342,51,11769,15
2024-02-15,1025491,56,7582,13
2024-02-15,1077050,59,4750,5
2024-02-15,823482,61,3709,3
2024-02-15,1108658,73,342,2
2024-02-22,1072790,8,3448045,2020
2024-02-22,1056360,12,1470985,803
2024-02-22,572802,15,1055869,856
2024-02-22,823452,19,793759,586
2024-02-22,850165,27,172832,146
2024-02-22,994108,28,121323,50
2024-02-22,1022796,29,108128,75
2024-02-22,558915,31,94066,258
2024-02-22,1025491,49,10987,8
2024-02-22,1108658,63,779,3
2024-02-29,1072790,11,1630433,1455
2024-02-29,1056360,17,808054,602
2024-02-29,572802,24,452960,524
2024-02-29,823452,26,330134,407
2024-02-29,1022796,34,59225,70
2024-02-29,850165,37,43593,72
2024-02-29,994108,38,42640,25
2024-02-29,1025491,55,5877,4
2024-02-29,1108658,72,291,3
2024-03-07,1072790,13,601695,603
2024-03-07,1056360,16,513486,500
2024-03-07,572802,23,191958,236
2024-03-07,823452,26,165877,217
2024-03-07,994108,34,69503,205
2024-03-07,1022796,35,59771,65
2024-03-07,1077050,52,4147,7
2024-03-07,1025491,59,1899,3
2024-03-07,1108658,64,553,2
2024-03-14,1056360,19,336955,675
2024-03-14,1072790,27,173024,183
2024-03-14,823452,35,51551,107
2024-03-14,572802,38,44637,81
2024-03-14,1022796,39,30656,55
2024-03-14,1025491,40,30298,107
2024-03-21,1072790,28,56609,75
2024-03-21,1025491,54,2740,8
